rowNumber,status,carrierName,contactName,portLabel,normalizedPortLabel,resolvedOfficeName,officeConfidence,officeMatchReasons,vendorId,dbOfficeId,dbOfficeName,portId,portCode,portName,linkAction,notes,suggestions
281,vendor_not_in_master,BLPL,,Abu Dhabi,ABU DHABI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
282,vendor_not_in_master,BLPL,,Bahrain,BAHRAIN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
283,vendor_not_in_master,BLPL,,Bangkok,BANGKOK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
284,vendor_not_in_master,BLPL,,Belawan,BELAWAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
285,vendor_not_in_master,BLPL,,Chattogram,CHATTOGRAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
286,vendor_not_in_master,BLPL,,Colombo,COLOMBO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
287,vendor_not_in_master,BLPL,,Dammam,DAMMAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
288,vendor_not_in_master,BLPL,,Dhaka,DHAKA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
289,vendor_not_in_master,BLPL,,Doha,DOHA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
290,vendor_not_in_master,BLPL,,Haiphong,HAIPHONG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
291,vendor_not_in_master,BLPL,,Ho Chi Minh,HO CHI MINH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
292,vendor_not_in_master,BLPL,,Jakarta,JAKARTA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
293,vendor_not_in_master,BLPL,,Jebel Ali,JEBEL ALI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
294,vendor_not_in_master,BLPL,,Laem Chabang,LAEM CHABANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
295,vendor_not_in_master,BLPL,,Male,MALE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
296,vendor_not_in_master,BLPL,,Mongala,MONGALA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
297,vendor_not_in_master,BLPL,,Pasir Gudang,PASIR GUDANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
298,vendor_not_in_master,BLPL,,Penang,PENANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
299,vendor_not_in_master,BLPL,,Port Klang,PORT KLANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
300,vendor_not_in_master,BLPL,,Shanghai,SHANGHAI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
301,vendor_not_in_master,BLPL,,Sharjah,SHARJAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
302,vendor_not_in_master,BLPL,,Shuwaikh,SHUWAIKH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
303,vendor_not_in_master,BLPL,,Singapore,SINGAPORE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
304,vendor_not_in_master,BLPL,,Sohar,SOHAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
305,vendor_not_in_master,BLPL,,Surabaya,SURABAYA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
306,vendor_not_in_master,BLPL,,Yangoon,YANGOON,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
374,vendor_not_in_master,Chakiat,,Bahrain,BAHRAIN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
375,vendor_not_in_master,Chakiat,,Sohar,SOHAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
376,vendor_not_in_master,Chakiat,,Walvis Bay,WALVIS BAY,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1274,vendor_not_in_master,"Conocean12 Agencies India Pvt Ltd,",,Sokhna,SOKHNA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1598,vendor_not_in_master,Eminent Shipping,,Bahrain,BAHRAIN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1599,vendor_not_in_master,Eminent Shipping,,Jebel Ali,JEBEL ALI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1600,vendor_not_in_master,Eminent Shipping,,Lattakia,LATTAKIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1601,vendor_not_in_master,Eminent Shipping,,Port Klang,PORT KLANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1602,vendor_not_in_master,Eminent Shipping,,Shanghai,SHANGHAI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
1603,vendor_not_in_master,Eminent Shipping,,Sohar,SOHAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3402,vendor_not_in_master,Majestic,,Abu Dhabi,ABU DHABI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3403,vendor_not_in_master,Majestic,,Aden,ADEN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3404,vendor_not_in_master,Majestic,,Afghanistan,AFGHANISTAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3405,vendor_not_in_master,Majestic,,Antwerp,ANTWERP,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3406,vendor_not_in_master,Majestic,,Aqaba,AQABA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3407,vendor_not_in_master,Majestic,,Asaluyeh,ASALUYEH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3408,vendor_not_in_master,Majestic,,Azerbaijan,AZERBAIJAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3409,vendor_not_in_master,Majestic,,Bandar Abbas,BANDAR ABBAS,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3410,vendor_not_in_master,Majestic,,Bandar Imam Khomeini,BANDAR IMAM KHOMEINI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3411,vendor_not_in_master,Majestic,,Bangkok,BANGKOK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3412,vendor_not_in_master,Majestic,,Basara,BASARA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3413,vendor_not_in_master,Majestic,,Belawan,BELAWAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3414,vendor_not_in_master,Majestic,,Bushehr,BUSHEHR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3415,vendor_not_in_master,Majestic,,Chattogram,CHATTOGRAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3416,vendor_not_in_master,Majestic,,Colombo,COLOMBO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3417,vendor_not_in_master,Majestic,,Dammam,DAMMAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3418,vendor_not_in_master,Majestic,,Dar Es Salaam,DAR ES SALAAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3419,vendor_not_in_master,Majestic,,Djibouti,DJIBOUTI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3420,vendor_not_in_master,Majestic,,Felixstow,FELIXSTOW,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3421,vendor_not_in_master,Majestic,,Georgia,GEORGIA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3422,vendor_not_in_master,Majestic,,Haiphong,HAIPHONG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3423,vendor_not_in_master,Majestic,,Hamad,HAMAD,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3424,vendor_not_in_master,Majestic,,Hamburg,HAMBURG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3425,vendor_not_in_master,Majestic,,Ho Chi Ming,HO CHI MING,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3426,vendor_not_in_master,Majestic,,Hodeidah,HODEIDAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3427,vendor_not_in_master,Majestic,,Jakarta,JAKARTA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3428,vendor_not_in_master,Majestic,,Jebel Ali,JEBEL ALI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3429,vendor_not_in_master,Majestic,,Jeddah,JEDDAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3430,vendor_not_in_master,Majestic,,Karachi,KARACHI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3431,vendor_not_in_master,Majestic,,Kazakhstan,KAZAKHSTAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3432,vendor_not_in_master,Majestic,,Khoramsher,KHORAMSHER,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3433,vendor_not_in_master,Majestic,,Kuwait,KUWAIT,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3434,vendor_not_in_master,Majestic,,Kyrgyzstan,KYRGYZSTAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3435,vendor_not_in_master,Majestic,,Leamchabang,LEAMCHABANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3436,vendor_not_in_master,Majestic,,Male,MALE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3437,vendor_not_in_master,Majestic,,Manila,MANILA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3438,vendor_not_in_master,Majestic,,Moldova,MOLDOVA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3439,vendor_not_in_master,Majestic,,Mombassa,MOMBASSA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3440,vendor_not_in_master,Majestic,,Ningbo,NINGBO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3441,vendor_not_in_master,Majestic,,Novorossiysk,NOVOROSSIYSK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3442,vendor_not_in_master,Majestic,,Port Klang,PORT KLANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3443,vendor_not_in_master,Majestic,,Port Sudan,PORT SUDAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3444,vendor_not_in_master,Majestic,,Busan,BUSAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3445,vendor_not_in_master,Majestic,,Qingdao,QINGDAO,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3446,vendor_not_in_master,Majestic,,Ras Al Khaimah,RAS AL KHAIMAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3447,vendor_not_in_master,Majestic,,Rotterdam,ROTTERDAM,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3448,vendor_not_in_master,Majestic,,Semarang,SEMARANG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3449,vendor_not_in_master,Majestic,,Shanghai,SHANGHAI,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3450,vendor_not_in_master,Majestic,,Sharjah,SHARJAH,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3451,vendor_not_in_master,Majestic,,Singapore,SINGAPORE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3452,vendor_not_in_master,Majestic,,Sohar,SOHAR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3453,vendor_not_in_master,Majestic,,Sokhna,SOKHNA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3454,vendor_not_in_master,Majestic,,St.petersburg,ST PETERSBURG,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3455,vendor_not_in_master,Majestic,,Surabaya,SURABAYA,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3456,vendor_not_in_master,Majestic,,Tajikistan,TAJIKISTAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3457,vendor_not_in_master,Majestic,,Turkmenistan,TURKMENISTAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3458,vendor_not_in_master,Majestic,,Ukraine,UKRAINE,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3459,vendor_not_in_master,Majestic,,Umm Qasr,UMM QASR,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3460,vendor_not_in_master,Majestic,,Uzbekistan,UZBEKISTAN,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
3461,vendor_not_in_master,Majestic,,Vladivostok,VLADIVOSTOK,,,,,,,,,,none,Carrier was not found in the Mumbai or Chennai carrier master sheets.,
